<b>GL50</b> . sample 1;wav/gl/50/1_average.wav
<b>GL50</b> . sample 2;wav/gl/50/2_average.wav
<b>GL50</b> . sample 3;wav/gl/50/3_average.wav
<b>GL50</b> . sample 4;wav/gl/50/4_average.wav
<b>GL50</b> . sample 5;wav/gl/50/5_average.wav
<b>GL50</b> . sample 6;wav/gl/50/6_average.wav
<b>GL50</b> . sample 7;wav/gl/50/7_average.wav
<b>GL50</b> . sample 8;wav/gl/50/8_average.wav
<b>GL50</b> . sample 9;wav/gl/50/9_average.wav
<b>GL50</b> . sample 10;wav/gl/50/10_average.wav
<b>GL50</b> . sample 11;wav/gl/50/11_average.wav
<b>GL50</b> . sample 12;wav/gl/50/12_average.wav
<b>GL50</b> . sample 13;wav/gl/50/13_average.wav
<b>GL50</b> . sample 14;wav/gl/50/14_average.wav
<b>GL50</b> . sample 15;wav/gl/50/15_average.wav
<b>GL50</b> . sample 16;wav/gl/50/16_average.wav
<b>GL50</b> . sample 17;wav/gl/50/17_average.wav
<b>GL50</b> . sample 18;wav/gl/50/18_average.wav
<b>GL50</b> . sample 19;wav/gl/50/19_average.wav
<b>GL50</b> . sample 20;wav/gl/50/20_average.wav
<b>GL50</b> . sample 21;wav/gl/50/21_average.wav
<b>GL50</b> . sample 22;wav/gl/50/22_average.wav
<b>GL50</b> . sample 23;wav/gl/50/23_average.wav
<b>GL50</b> . sample 24;wav/gl/50/24_average.wav
<b>GL50</b> . sample 25;wav/gl/50/25_average.wav
<b>GL50</b> . sample 26;wav/gl/50/26_average.wav
<b>GL50</b> . sample 27;wav/gl/50/27_average.wav
<b>GL50</b> . sample 28;wav/gl/50/28_average.wav
<b>GL50</b> . sample 29;wav/gl/50/29_average.wav
<b>GL50</b> . sample 30;wav/gl/50/30_average.wav
<b>GL50</b> . sample 31;wav/gl/50/31_average.wav
<b>GL50</b> . sample 32;wav/gl/50/32_average.wav
<b>GL50</b> . sample 33;wav/gl/50/33_average.wav
<b>GL50</b> . sample 34;wav/gl/50/34_average.wav
<b>GL50</b> . sample 35;wav/gl/50/35_average.wav
<b>GL50</b> . sample 36;wav/gl/50/36_average.wav
<b>GL50</b> . sample 37;wav/gl/50/37_average.wav
<b>GL50</b> . sample 38;wav/gl/50/38_average.wav
<b>GL50</b> . sample 39;wav/gl/50/39_average.wav
<b>GL50</b> . sample 0;wav/gl/50/0_average.wav
<b>GL50</b> . sample 1;wav/gl/50/1_average.wav
<b>GL50</b> . sample 2;wav/gl/50/2_average.wav
<b>GL50</b> . sample 3;wav/gl/50/3_average.wav
<b>GL50</b> . sample 4;wav/gl/50/4_average.wav
<b>GL50</b> . sample 5;wav/gl/50/5_average.wav
<b>GL50</b> . sample 6;wav/gl/50/6_average.wav
<b>GL50</b> . sample 7;wav/gl/50/7_average.wav
<b>GL50</b> . sample 8;wav/gl/50/8_average.wav
<b>GL50</b> . sample 9;wav/gl/50/9_average.wav
<b>GL50</b> . sample 10;wav/gl/50/10_average.wav
<b>GL50</b> . sample 11;wav/gl/50/11_average.wav
<b>GL50</b> . sample 12;wav/gl/50/12_average.wav
<b>GL50</b> . sample 13;wav/gl/50/13_average.wav
<b>GL50</b> . sample 14;wav/gl/50/14_average.wav
<b>GL50</b> . sample 15;wav/gl/50/15_average.wav
<b>GL50</b> . sample 16;wav/gl/50/16_average.wav
<b>GL50</b> . sample 17;wav/gl/50/17_average.wav
<b>GL50</b> . sample 18;wav/gl/50/18_average.wav
<b>GL50</b> . sample 19;wav/gl/50/19_average.wav
<b>GL50</b> . sample 20;wav/gl/50/20_average.wav
<b>GL50</b> . sample 21;wav/gl/50/21_average.wav
<b>GL50</b> . sample 22;wav/gl/50/22_average.wav
<b>GL50</b> . sample 23;wav/gl/50/23_average.wav
<b>GL50</b> . sample 24;wav/gl/50/24_average.wav
<b>GL50</b> . sample 25;wav/gl/50/25_average.wav
<b>GL50</b> . sample 26;wav/gl/50/26_average.wav
<b>GL50</b> . sample 27;wav/gl/50/27_average.wav
<b>GL50</b> . sample 28;wav/gl/50/28_average.wav
<b>GL50</b> . sample 29;wav/gl/50/29_average.wav
<b>GL50</b> . sample 30;wav/gl/50/30_average.wav
<b>GL50</b> . sample 31;wav/gl/50/31_average.wav
<b>GL50</b> . sample 32;wav/gl/50/32_average.wav
<b>GL50</b> . sample 33;wav/gl/50/33_average.wav
<b>GL50</b> . sample 34;wav/gl/50/34_average.wav
<b>GL50</b> . sample 35;wav/gl/50/35_average.wav
<b>GL50</b> . sample 36;wav/gl/50/36_average.wav
<b>GL50</b> . sample 37;wav/gl/50/37_average.wav
<b>GL50</b> . sample 38;wav/gl/50/38_average.wav
<b>GL50</b> . sample 39;wav/gl/50/39_average.wav
<b>PhoneGL1</b> . sample 0;wav/phone/gl/1/0_average.wav
<b>PhoneGL1</b> . sample 1;wav/phone/gl/1/1_average.wav
<b>PhoneGL1</b> . sample 2;wav/phone/gl/1/2_average.wav
<b>PhoneGL1</b> . sample 3;wav/phone/gl/1/3_average.wav
<b>PhoneGL1</b> . sample 4;wav/phone/gl/1/4_average.wav
<b>PhoneGL1</b> . sample 5;wav/phone/gl/1/5_average.wav
<b>PhoneGL1</b> . sample 6;wav/phone/gl/1/6_average.wav
<b>PhoneGL1</b> . sample 7;wav/phone/gl/1/7_average.wav
<b>PhoneGL1</b> . sample 8;wav/phone/gl/1/8_average.wav
<b>PhoneGL1</b> . sample 9;wav/phone/gl/1/9_average.wav
<b>PhoneGL1</b> . sample 10;wav/phone/gl/1/10_average.wav
<b>PhoneGL1</b> . sample 11;wav/phone/gl/1/11_average.wav
<b>PhoneGL1</b> . sample 12;wav/phone/gl/1/12_average.wav
<b>PhoneGL1</b> . sample 13;wav/phone/gl/1/13_average.wav
<b>PhoneGL1</b> . sample 14;wav/phone/gl/1/14_average.wav
<b>PhoneGL1</b> . sample 15;wav/phone/gl/1/15_average.wav
<b>PhoneGL1</b> . sample 16;wav/phone/gl/1/16_average.wav
<b>PhoneGL1</b> . sample 17;wav/phone/gl/1/17_average.wav
<b>PhoneGL1</b> . sample 18;wav/phone/gl/1/18_average.wav
<b>PhoneGL1</b> . sample 19;wav/phone/gl/1/19_average.wav
<b>PhoneGL1</b> . sample 20;wav/phone/gl/1/20_average.wav
<b>PhoneGL1</b> . sample 21;wav/phone/gl/1/21_average.wav
<b>PhoneGL1</b> . sample 22;wav/phone/gl/1/22_average.wav
<b>PhoneGL1</b> . sample 23;wav/phone/gl/1/23_average.wav
<b>PhoneGL1</b> . sample 24;wav/phone/gl/1/24_average.wav
<b>PhoneGL1</b> . sample 25;wav/phone/gl/1/25_average.wav
<b>PhoneGL1</b> . sample 26;wav/phone/gl/1/26_average.wav
<b>PhoneGL1</b> . sample 27;wav/phone/gl/1/27_average.wav
<b>PhoneGL1</b> . sample 28;wav/phone/gl/1/28_average.wav
<b>PhoneGL1</b> . sample 29;wav/phone/gl/1/29_average.wav
<b>PhoneGL1</b> . sample 30;wav/phone/gl/1/30_average.wav
<b>PhoneGL1</b> . sample 31;wav/phone/gl/1/31_average.wav
<b>PhoneGL1</b> . sample 32;wav/phone/gl/1/32_average.wav
<b>PhoneGL1</b> . sample 33;wav/phone/gl/1/33_average.wav
<b>PhoneGL1</b> . sample 34;wav/phone/gl/1/34_average.wav
<b>PhoneGL1</b> . sample 35;wav/phone/gl/1/35_average.wav
<b>PhoneGL1</b> . sample 36;wav/phone/gl/1/36_average.wav
<b>PhoneGL1</b> . sample 37;wav/phone/gl/1/37_average.wav
<b>PhoneGL1</b> . sample 38;wav/phone/gl/1/38_average.wav
<b>PhoneGL1</b> . sample 39;wav/phone/gl/1/39_average.wav
